 1ª casa tem 187 metros de área construída, mais 9 metros de área descoberta com 3 quartos, 2 salas, 2 cozinhas, 2 banhos e 3 vagas de garagem em linha.
 2ª casa tem 150 metros de área construída, mais 20 metros de área descoberta com 2 quartos, 1 salas, 1 cozinha, 2 banhos sendo 1 suíte e 1 vagas de garagem coberta e livre.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1060000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,408484,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Avenida Presidente Kennedy,3000,34003470,,Rua 3 Casa 143 Condomínio Village Royalle,3,1,3,126,,Não,2,"Cliente solicitou a retirada do anuncio no site, por uma semana, podendo ficar disponivel no sistema   //////////////Fez espaço gourmet na área, com churrasqueira",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,775000,650,154,Mensalmente,,,,,,0,,,,
Casa Mineira,426760,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Desembargador Paulo Mota,870,31320022,2,201,3,1,2,85,,Não,2,Vaga descoberta e presa (temos negociado para ficarmos na vaga livre).,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,399000,325,,Mensalmente,,,,,,0,,,,
Casa Mineira,348189,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua José Cleto,405,31155290,4,403 - Bl2,2,0,1,40,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,230000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,329058,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Senador Firmino,166,31310570,,,3,1,3,271,,Não,5,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1150000,,126,Mensalmente,,,,,,0,,,,
Casa Mineira,260480,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Expedicionário Nilo Morais Pinheiro,626,31310060,,,3,2,6,403,,Não,6,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1600000,,354,Mensalmente,,,,,,0,,,,
Casa Mineira,364627,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Japão,282,30431048,,,4,0,1,200,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1090000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,412342,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Turquesa,362,30411288,2,202,3,0,1,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,430000,300,,Mensalmente,,,,,,0,,,,
Casa Mineira,420563,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Itaunense,218,30520420,4,401,2,0,1,55,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,205000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,375538,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa em condomínio,Rua Vereda da Brisa,300,34012005,,Lote - Em frente ao n° 300,0,0,1,810,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,295000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,269647,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Patrocínio,127,30710140,3,301 Bloco 3,2,0,1,45,,Não,1,No terreno possui uma loja de frente para rua e uma casa inacabada de dois andares,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,210000,220,75,Mensalmente,,,,,,0,,,,
