Casa Mineira,377116,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Rio Verde,476,30310750,13,1300,4,2,4,208,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1790000,1500,500,Mensalmente,,,,,,0,,,,
Casa Mineira,256427,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Cosmos,51,30360650,,CASA,4,2,4,496,,Não,6,"Lote 360 Metros. Casa com 493 metros de área construída e 160 metros de área descoberta. 
 1º Andar: 1 sala para 3 ambientes com varanda - 1 quarto e 1 banho sendo lavabo - cozinha espaçosa - despensa -  área de serviços. Escada em alvenaria
 2º Andar: 3 quartos sendo 2 suítes - 1 banho social - closet e hidromassagem na suite master - sala para 2 ambientes 
 Andar inferior: 6 vagas de garagem - quarto de despejo - área de serviços e DCE",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2800000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,416039,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Cosmos,11,30360650,,casa,5,2,5,493,,Não,6,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3000000,,1026,Mensalmente,,,,,,0,,,,
Casa Mineira,426018,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Elza Brandão Rodarte,203,30320630,9,901,4,2,4,183,,Não,3,,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1890000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,411045,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Mangabeira,351,30350170,1,103,4,1,3,160,,Não,1,3 salas - 4 quartos sendo 1 suíte - 1 banho Social - 1 lavabo - fez área de serviços na área privativa com teto retrátil - apartamento tem 2 áreas privativas com saída pela cozinha e outra com saída pela sala (área privativa de aproximadamente 40 metros),PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,370,,Mensalmente,,,,,,0,,,,
Casa Mineira,425953,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Samuel Pereira,260,30310550,7,703,2,1,2,70,,Não,1,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,440000,750,150,Mensalmente,,,,,,0,,,,
Casa Mineira,229181,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Abre Campo,65,30350190,7,702,4,2,2,260,,Não,2,COBERTURA PRECISA DE REFORMA GERAL,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,800000,700,182,Mensalmente,,,,,,0,,,,
Casa Mineira,416024,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Carangola,307,30330240,9,901,3,1,2,91,,Não,2,Excelente localização.  Vista panorâmica,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,780000,880,220,Mensalmente,,,,,,0,,,,
Casa Mineira,80665,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA COPERNICO PINTO COELHO,332,30350290,1,102,4,1,2,150,,Não,1,". PREDIO: P. ELETRONICO, GAS CANALIZADO, PILOTIS, CONSERVADO.
 APTO: AREA UTIL 110M , AREA PRIVATIVA 40M , 1  ANDAR, 2 BANHOS SENDO 1 SOCIAL C/ BOX BLINDEX, COZINHA, AREA DE SERVIÇO, DCE / MUITO CONSERVADO, COLOCOU LAMINADO RECENTE.
 GARAGEM: 1 VAGA COBERTA E SEPARADA.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,420000,350,141,Mensalmente,,,,,,0,,,,
Casa Mineira,223883,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Equador,87,30330390,3,301,3,2,3,200,,Não,2,"Abriu 01 quarto ampliando a sala, atualmente tem 03 quartos. Abriu Quarto Empregada para ampliar a cozinha",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,620000,,,Mensalmente,,,,,,0,,,,
